name,date,link,price,ticket_open_date
경기필하모닉 마스터즈 시리즈 IV _ 슈트라우스 영웅의 생애,2024-10-18,https://www.sac.or.kr/site/main/show/show_view?SN=60962,"R석 90,000원 / S석 70,000원 / A석 50,000원 / B석 30,000원 / C석 20,000원",예매 일정 없음
필하모니코리아 정기연주회,2024-10-19,https://www.sac.or.kr/site/main/show/show_view?SN=60756,가격 정보 없음,예매 일정 없음
서울신문 창간 120주년 기념음악회,2024-10-02,https://www.sac.or.kr/site/main/show/show_view?SN=60758,가격 정보 없음,예매 일정 없음
정명훈 & 라 페니체 오케스트라,2024-10-05,https://www.sac.or.kr/site/main/show/show_view?SN=60757,가격 정보 없음,예매 일정 없음
고전과 낭만사이 with 대니 구,2024-10-08,https://www.sac.or.kr/site/main/show/show_view?SN=68683,가격 정보 없음,예매 일정 없음
알렉상드르 캉토로프 피아노 리사이틀,2024-10-09,https://www.sac.or.kr/site/main/show/show_view?SN=63670,가격 정보 없음,예매 일정 없음
[드보르작 서거 150주년] 차이콥스키 & 드보르작,2024-10-20,https://www.sac.or.kr/site/main/show/show_view?SN=62285,가격 정보 없음,예매 일정 없음
KT와 함께하는 예술의전당 마음을 담은 클래식(11월),2024-11-22,https://www.sac.or.kr/site/main/show/show_view?SN=60156,,
한화클래식 2024: 베를린 고음악 아카데미와 리아스 실내합창단,2024-11-23,https://www.sac.or.kr/site/main/show/show_view?SN=60781,가격 정보 없음,예매 일정 없음
한화클래식 2024: 베를린 고음악 아카데미와 리아스 실내합창단,2024-11-24,https://www.sac.or.kr/site/main/show/show_view?SN=60780,가격 정보 없음,예매 일정 없음
스미노 하야토 피아노 리사이틀,2024-11-26,https://www.sac.or.kr/site/main/show/show_view?SN=66620,가격 정보 없음,예매 일정 없음
KBS교향악단 제808회 정기연주회(11.28),2024-11-28,https://www.sac.or.kr/site/main/show/show_view?SN=68772,가격 정보 없음,예매 일정 없음
KBS교향악단 제808회 정기연주회,2024-11-29,https://www.sac.or.kr/site/main/show/show_view?SN=60862,R석 12만원 / S석 10만원 / A석 7만원 / B석 3만원 / C석 1만원,2023-12-15
랑랑 피아노 리사이틀,2024-11-30,https://www.sac.or.kr/site/main/show/show_view?SN=62283,가격 정보 없음,예매 일정 없음
제 9회 월드비전과 함께하는 The Gift,2024-11-12,https://www.sac.or.kr/site/main/show/show_view?SN=68773,가격 정보 없음,예매 일정 없음
2024 게자안다 국제 피아노 콩쿠르 위너 콘서트,2024-11-13,https://www.sac.or.kr/site/main/show/show_view?SN=68500,가격 정보 없음,예매 일정 없음
한화생명과 함께하는 예술의전당 11시 콘서트(11월),2024-11-14,https://www.sac.or.kr/site/main/show/show_view?SN=60159,,
무라마츠 타카츠구 내한공연,2024-11-15,https://www.sac.or.kr/site/main/show/show_view?SN=62284,가격 정보 없음,예매 일정 없음
2024 예술의전당 토요콘서트(11월),2024-11-16,https://www.sac.or.kr/site/main/show/show_view?SN=60158,,
프랑수아 자비에 로트 & 레 시에클,2024-11-17,https://www.sac.or.kr/site/main/show/show_view?SN=60752,,
2024 장애인식개선을 위한 하트 투 하트 콘서트,2024-11-19,https://www.sac.or.kr/site/main/show/show_view?SN=62002,가격 정보 없음,예매 일정 없음
(사)한국작곡가협회 창립 70주년 기념 음악제,2024-11-01,https://www.sac.or.kr/site/main/show/show_view?SN=62400,가격 정보 없음,예매 일정 없음
제35회 이건음악회 - 타펠무지크 바로크 오케스트라,2024-11-02,https://www.sac.or.kr/site/main/show/show_view?SN=60789,가격 정보 없음,예매 일정 없음
제35회 이건음악회 - 타펠무지크 바로크 오케스트라,2024-11-03,https://www.sac.or.kr/site/main/show/show_view?SN=60788,가격 정보 없음,예매 일정 없음
니콜라이 루간스키 피아노 리사이틀,2024-11-05,https://www.sac.or.kr/site/main/show/show_view?SN=63662,가격 정보 없음,예매 일정 없음
(사)서울윈드오케스트라 창단 50주년 기념 음악회,2024-11-06,https://www.sac.or.kr/site/main/show/show_view?SN=61660,가격 정보 없음,예매 일정 없음
세계 무대 데뷔 50주년 필립 강과 함께 쓰는 오페라의 르네상스,2024-11-07,https://www.sac.or.kr/site/main/show/show_view?SN=63585,가격 정보 없음,예매 일정 없음
"미로슬라브 꿀띠쉐프, 라흐마니노프 피아노협주곡",2024-11-09,https://www.sac.or.kr/site/main/show/show_view?SN=60783,가격 정보 없음,예매 일정 없음
예프게니 키신 피아노 리사이틀,2024-11-20,https://www.sac.or.kr/site/main/show/show_view?SN=60822,,
아카데미 오브 세인트 마틴 인 더 필즈 & 카티아 부니아티쉬빌리,2024-11-21,https://www.sac.or.kr/site/main/show/show_view?SN=60863,,
파리나무십자가소년합창단 크리스마스 특별초청공연,2024-12-22,https://www.sac.or.kr/site/main/show/show_view?SN=62281,,
KBS교향악단 제809회 정기연주회(12.24),2024-12-24,https://www.sac.or.kr/site/main/show/show_view?SN=68771,가격 정보 없음,예매 일정 없음
유키 구라모토 크리스마스 콘서트,2024-12-25,https://www.sac.or.kr/site/main/show/show_view?SN=62001,,
한경arte 더클래식 2024,2024-12-26,https://www.sac.or.kr/site/main/show/show_view?SN=62280,,
KT와 함께하는 예술의전당 마음을 담은 클래식(12월),2024-12-27,https://www.sac.or.kr/site/main/show/show_view?SN=60142,,
리처드 용재 오닐과 바흐,2024-12-28,https://www.sac.or.kr/site/main/show/show_view?SN=60820,,
사라 장 바이올린 리사이틀,2024-12-29,https://www.sac.or.kr/site/main/show/show_view?SN=62000,,
창단 35주년 기념 마스터피스 시리즈Ⅵ  서울모테트합창단 제128회 정기연주회   헨델의 [메시아],2024-12-10,https://www.sac.or.kr/site/main/show/show_view?SN=60761,가격 정보 없음,예매 일정 없음
한화생명과 함께하는 예술의전당 11시 콘서트(12월),2024-12-12,https://www.sac.or.kr/site/main/show/show_view?SN=60147,,
경기필하모닉 마스터즈 시리즈 V _ 버르토크 관현악을 위한 협주곡,2024-12-13,https://www.sac.or.kr/site/main/show/show_view?SN=60960,"R석 80,000원 / S석 60,000원 / A석 50,000원 / B석 30,000원 / C석 20,000원",예매 일정 없음
콘체르토 마라톤 프로젝트 -스페셜 콘서트,2024-12-14,https://www.sac.or.kr/site/main/show/show_view?SN=67274,가격 정보 없음,예매 일정 없음
KCO 2024 송년음악회,2024-12-15,https://www.sac.or.kr/site/main/show/show_view?SN=60861,,
국립합창단 제200회 정기연주 <송년음악회>,2024-12-17,https://www.sac.or.kr/site/main/show/show_view?SN=62160,가격 정보 없음,예매 일정 없음
파보 예르비 & 도이치 캄머필하모닉,2024-12-18,https://www.sac.or.kr/site/main/show/show_view?SN=60749,,
파보 예르비 & 도이치 캄머필하모닉,2024-12-19,https://www.sac.or.kr/site/main/show/show_view?SN=60748,,
조수미 콘서트,2024-12-01,https://www.sac.or.kr/site/main/show/show_view?SN=64120,가격 정보 없음,예매 일정 없음
강남심포니오케스트라 제110회 정기연주회,2024-12-03,https://www.sac.or.kr/site/main/show/show_view?SN=68681,가격 정보 없음,예매 일정 없음
피아니스트 김정원 리사이틀,2024-12-04,https://www.sac.or.kr/site/main/show/show_view?SN=68479,가격 정보 없음,예매 일정 없음
국립심포니오케스트라 <말러 교향곡 1번 `거인`>,2024-12-07,https://www.sac.or.kr/site/main/show/show_view?SN=60787,120,2023-12-20
고잉홈프로젝트: 베토벤 전곡 시리즈 6.,2024-12-08,https://www.sac.or.kr/site/main/show/show_view?SN=60786,,
2024 필하모닉스 내한공연,2024-12-20,https://www.sac.or.kr/site/main/show/show_view?SN=60747,,
2024 예술의전당 토요콘서트(12월),2024-12-21,https://www.sac.or.kr/site/main/show/show_view?SN=60145,,
2025 신년음악회,2025-01-12,https://www.sac.or.kr/site/main/show/show_view?SN=67214,,
기획공연 <3.1절 기념연주회>,2025-02-27,https://www.sac.or.kr/site/main/show/show_view?SN=67459,가격 정보 없음,예매 일정 없음
국립심포니오케스트라 - 슈만 교향곡 제2번,2025-02-16,https://www.sac.or.kr/site/main/show/show_view?SN=67480,가격 정보 없음,예매 일정 없음
KCO 창단 60주년 기념 - 챔버 페스티벌,2025-02-01,https://www.sac.or.kr/site/main/show/show_view?SN=67213,가격 정보 없음,예매 일정 없음
더 필하모닉 브라스 첫 내한공연,2025-02-07,https://www.sac.or.kr/site/main/show/show_view?SN=67080,가격 정보 없음,예매 일정 없음
제16회ARKO한국창작음악제(양악부문),2025-02-20,https://www.sac.or.kr/site/main/show/show_view?SN=67212,가격 정보 없음,예매 일정 없음
KBS 교향악단 제811회 정기연주회,2025-02-21,https://www.sac.or.kr/site/main/show/show_view?SN=67272,가격 정보 없음,예매 일정 없음
